miR	contrast	estimate	std.error	statistic	adj.p.value	Cluster
hsa-miR-339-5p 	Cluster5 - 1	-0.089952788	0.301618563	-0.298233594	0.850645053	C5
hsa-miR-339-5p 	Cluster5 - 2	0.710407208	0.287060469	2.474765018	0.033701301	C5
hsa-miR-339-5p 	Cluster5 - 3	-0.115793059	0.298237237	-0.38825822	0.850645053	C5
hsa-miR-339-5p 	Cluster5 - 4	-0.422922579	0.296272597	-1.427477883	0.307445386	C5
hsa-miR-432-5p 	Cluster5 - 1	-0.198255074	0.310724114	-0.638042124	0.654471883	C5
hsa-miR-432-5p 	Cluster5 - 2	0.507957066	0.295726526	1.717658111	0.215342878	C5
hsa-miR-432-5p 	Cluster5 - 3	-0.196413381	0.307240709	-0.639281758	0.654471883	C5
hsa-miR-432-5p 	Cluster5 - 4	0.0028807	0.305216758	0.00943821	0.995218406	C5
hsa-miR-134-5p 	Cluster5 - 1	-0.351346485	0.344927377	-1.018610028	0.514349171	C5
hsa-miR-134-5p 	Cluster5 - 2	0.546640246	0.328278915	1.665170138	0.240400621	C5
hsa-miR-134-5p 	Cluster5 - 3	-0.362821822	0.341060533	-1.063804771	0.514349171	C5
hsa-miR-134-5p 	Cluster5 - 4	-0.157597003	0.338813793	-0.465143409	0.713244168	C5
hsa-miR-505-3p 	Cluster5 - 1	-0.335766126	0.318048152	-1.055708464	0.485550882	C5
hsa-miR-505-3p 	Cluster5 - 2	0.288522333	0.302697058	0.953171912	0.486728472	C5
hsa-miR-505-3p 	Cluster5 - 3	-0.068687187	0.31448264	-0.218413287	0.827147154	C5
hsa-miR-505-3p 	Cluster5 - 4	-0.516867286	0.312410983	-1.654446593	0.327729196	C5
hsa-miR-371b-5p 	Cluster5 - 1	-0.342432831	0.279431103	-1.225464266	0.245177332	C5
hsa-miR-371b-5p 	Cluster5 - 2	0.918227071	0.265943922	3.452709375	0.001919477	C5
hsa-miR-371b-5p 	Cluster5 - 3	-0.697846089	0.276298512	-2.525696157	0.019474718	C5
hsa-miR-371b-5p 	Cluster5 - 4	0.110488241	0.274478393	0.402538939	0.687364735	C5
hsa-miR-424-5p 	Cluster5 - 1	-0.304328994	0.300123109	-1.014013866	0.443995022	C5
hsa-miR-424-5p 	Cluster5 - 2	0.522704058	0.285637196	1.829957951	0.16880893	C5
hsa-miR-424-5p 	Cluster5 - 3	-0.320010689	0.296758548	-1.078353734	0.443995022	C5
hsa-miR-424-5p 	Cluster5 - 4	-0.5020109	0.294803648	-1.702865288	0.177744963	C5
hsa-miR-320c 	Cluster5 - 1	0.166553745	0.129780421	1.283350322	0.249545638	C5
hsa-miR-320c 	Cluster5 - 2	-0.298138958	0.123516365	-2.413760783	0.031898946	C5
hsa-miR-320c 	Cluster5 - 3	0.411579614	0.128325504	3.207309545	0.00344503	C5
hsa-miR-320c 	Cluster5 - 4	0.128457743	0.127480159	1.007668522	0.34870293	C5
hsa-miR-660-5p 	Cluster5 - 1	0.313611931	0.30856937	1.016341741	0.72117128	C5
hsa-miR-660-5p 	Cluster5 - 2	0.316670726	0.293675784	1.078300435	0.72117128	C5
hsa-miR-660-5p 	Cluster5 - 3	-0.110433619	0.305110121	-0.361946759	0.797178358	C5
hsa-miR-660-5p 	Cluster5 - 4	0.163583851	0.303100205	0.539702211	0.775887768	C5
hsa-miR-10b-3p 	Cluster5 - 1	0.061889644	0.293528106	0.210847421	0.940459377	C5
hsa-miR-10b-3p 	Cluster5 - 2	-0.021897766	0.27936051	-0.07838533	0.940459377	C5
hsa-miR-10b-3p 	Cluster5 - 3	0.021683459	0.290237479	0.074709371	0.940459377	C5
hsa-miR-10b-3p 	Cluster5 - 4	-0.27730186	0.288325536	-0.961766563	0.877717786	C5
hsa-miR-550a-3-5pXhsa-miR-550a-5p 	Cluster5 - 1	0.386321547	0.293111977	1.317999868	0.312958145	C5
hsa-miR-550a-3-5pXhsa-miR-550a-5p 	Cluster5 - 2	0.963852317	0.278964466	3.455107846	0.002853994	C5
hsa-miR-550a-3-5pXhsa-miR-550a-5p 	Cluster5 - 3	-0.116574876	0.289826015	-0.402223645	0.723438682	C5
hsa-miR-550a-3-5pXhsa-miR-550a-5p 	Cluster5 - 4	0.101909956	0.287916783	0.353956289	0.723438682	C5
hsa-miR-320d 	Cluster5 - 1	-0.164983271	0.161865361	-1.019262366	0.342555473	C5
hsa-miR-320d 	Cluster5 - 2	-0.582479876	0.154052675	-3.781043574	0.000822342	C5
hsa-miR-320d 	Cluster5 - 3	0.210899281	0.160050753	1.317702527	0.268392015	C5
hsa-miR-320d 	Cluster5 - 4	-0.186471558	0.158996417	-1.172803527	0.301406933	C5
hsa-miR-3688-3p 	Cluster5 - 1	-0.023803333	0.312423711	-0.076189265	0.981754524	C5
hsa-miR-3688-3p 	Cluster5 - 2	0.271983408	0.29734409	0.914709314	0.524225778	C5
hsa-miR-3688-3p 	Cluster5 - 3	0.007066403	0.308921253	0.022874446	0.981754524	C5
hsa-miR-3688-3p 	Cluster5 - 4	-0.317835986	0.306886231	-1.035680175	0.524225778	C5
hsa-miR-106a-5p 	Cluster5 - 1	-0.017762573	0.310202114	-0.057261291	0.956277164	C5
hsa-miR-106a-5p 	Cluster5 - 2	0.582463036	0.295229721	1.972914631	0.121881087	C5
hsa-miR-106a-5p 	Cluster5 - 3	-0.034583036	0.306724561	-0.112749485	0.956277164	C5
hsa-miR-106a-5p 	Cluster5 - 4	-0.151818391	0.30470401	-0.498248746	0.956277164	C5
hsa-miR-130a-3p 	Cluster5 - 1	0.242533622	0.315105471	0.769690292	0.736078249	C5
hsa-miR-130a-3p 	Cluster5 - 2	0.33994576	0.29989641	1.133543947	0.736078249	C5
hsa-miR-130a-3p 	Cluster5 - 3	0.273233299	0.311572948	0.876948079	0.736078249	C5
hsa-miR-130a-3p 	Cluster5 - 4	-0.009772632	0.309520459	-0.03157346	0.97481787	C5
hsa-miR-181c-3p 	Cluster5 - 1	0.227015207	0.295321641	0.768704951	0.553958435	C5
hsa-miR-181c-3p 	Cluster5 - 2	0.698079446	0.281067478	2.483672078	0.043832925	C5
hsa-miR-181c-3p 	Cluster5 - 3	-0.224010412	0.292010907	-0.76713029	0.553958435	C5
hsa-miR-181c-3p 	Cluster5 - 4	-0.189898975	0.290087282	-0.654627026	0.569825746	C5
hsa-miR-1271-5p 	Cluster5 - 1	0.086097006	0.232821411	0.369798488	0.790669991	C5
hsa-miR-1271-5p 	Cluster5 - 2	0.818118974	0.221583919	3.692140552	0.001165786	C5
hsa-miR-1271-5p 	Cluster5 - 3	-0.12263354	0.230211342	-0.532699818	0.790669991	C5
hsa-miR-1271-5p 	Cluster5 - 4	0.085297057	0.228694823	0.372973276	0.790669991	C5
hsa-miR-409-5p 	Cluster5 - 1	-0.19724126	0.272021904	-0.725093301	0.566933707	C5
hsa-miR-409-5p 	Cluster5 - 2	0.76356782	0.258892339	2.949364285	0.008127126	C5
hsa-miR-409-5p 	Cluster5 - 3	-0.408518962	0.268972375	-1.51881383	0.258186715	C5
hsa-miR-409-5p 	Cluster5 - 4	-0.175998461	0.267200516	-0.658675601	0.566933707	C5
hsa-miR-10399-5p 	Cluster5 - 1	-0.027205865	0.312609815	-0.087028186	0.965250495	C5
hsa-miR-10399-5p 	Cluster5 - 2	0.584083142	0.297521211	1.963164712	0.130705274	C5
hsa-miR-10399-5p 	Cluster5 - 3	0.013469456	0.30910527	0.043575628	0.965250495	C5
hsa-miR-10399-5p 	Cluster5 - 4	-0.065487731	0.307069036	-0.213267125	0.965250495	C5
hsa-miR-10399-3p 	Cluster5 - 1	-0.052139231	0.303783404	-0.171632913	0.86375733	C5
hsa-miR-10399-3p 	Cluster5 - 2	0.606317577	0.289120821	2.09710797	0.090522995	C5
hsa-miR-10399-3p 	Cluster5 - 3	-0.454087897	0.300377809	-1.511722516	0.261776664	C5
hsa-miR-10399-3p 	Cluster5 - 4	-0.311320472	0.298399067	-1.04330243	0.424335424	C5
hsa-let-7a-3p 	Cluster5 - 1	0.324091218	0.317892445	1.019499595	0.440267709	C5
hsa-let-7a-3p 	Cluster5 - 2	0.845148122	0.302548866	2.793426839	0.01768237	C5
hsa-let-7a-3p 	Cluster5 - 3	-0.029187997	0.314328678	-0.092858204	0.999925194	C5
hsa-let-7a-3p 	Cluster5 - 4	-2.93E-05	0.312258035	-9.38E-05	0.999925194	C5
hsa-miR-339-3p 	Cluster5 - 1	-0.119822502	0.300819255	-0.398320585	0.806327186	C5
hsa-miR-339-3p 	Cluster5 - 2	0.358378285	0.286299741	1.251759029	0.527301719	C5
hsa-miR-339-3p 	Cluster5 - 3	-0.224212001	0.29744689	-0.753788353	0.751892917	C5
hsa-miR-339-3p 	Cluster5 - 4	-0.263874542	0.295487455	-0.893014363	0.744085042	C5
hsa-miR-1843 	Cluster5 - 1	0.299719913	0.30465857	0.983789537	0.637071413	C5
hsa-miR-1843 	Cluster5 - 2	0.579118112	0.289953745	1.997277571	0.290995428	C5
hsa-miR-1843 	Cluster5 - 3	0.036394512	0.301243163	0.120814398	0.903859852	C5
hsa-miR-1843 	Cluster5 - 4	0.203508212	0.299258721	0.680041041	0.709456992	C5
hsa-miR-942-5p 	Cluster5 - 1	-0.016108552	0.293515556	-0.054881425	0.95624278	C5
hsa-miR-942-5p 	Cluster5 - 2	0.586023089	0.279348567	2.097820283	0.120486895	C5
hsa-miR-942-5p 	Cluster5 - 3	-0.188275299	0.29022507	-0.648721694	0.790230027	C5
hsa-miR-942-5p 	Cluster5 - 4	0.052266191	0.288313209	0.181282679	0.951309675	C5
hsa-miR-494-3p 	Cluster5 - 1	-0.372504647	0.337537406	-1.103595158	0.450012228	C5
hsa-miR-494-3p 	Cluster5 - 2	0.169726472	0.321245633	0.528338612	0.66374407	C5
hsa-miR-494-3p 	Cluster5 - 3	-0.678292653	0.333753408	-2.032316782	0.137088796	C5
hsa-miR-494-3p 	Cluster5 - 4	-0.637314939	0.331554804	-1.922200887	0.137088796	C5
hsa-miR-136-3p 	Cluster5 - 1	0.041747332	0.323473509	0.12905951	0.897333878	C5
hsa-miR-136-3p 	Cluster5 - 2	0.819800997	0.307860551	2.662897192	0.026196245	C5
hsa-miR-136-3p 	Cluster5 - 3	-0.144258937	0.319847175	-0.451024578	0.724510768	C5
hsa-miR-136-3p 	Cluster5 - 4	-0.288126755	0.317740179	-0.906799876	0.607848184	C5
hsa-miR-1180-3p 	Cluster5 - 1	0.096731164	0.312702612	0.309339163	0.895921904	C5
hsa-miR-1180-3p 	Cluster5 - 2	0.366455409	0.297609529	1.231329556	0.895921904	C5
hsa-miR-1180-3p 	Cluster5 - 3	0.056273874	0.309197027	0.182000049	0.895921904	C5
hsa-miR-1180-3p 	Cluster5 - 4	-0.120990651	0.307160189	-0.393900821	0.895921904	C5
hsa-miR-95-3p 	Cluster5 - 1	0.007244723	0.309902218	0.023377449	0.981353383	C5
hsa-miR-95-3p 	Cluster5 - 2	0.216998962	0.2949443	0.735728615	0.981353383	C5
hsa-miR-95-3p 	Cluster5 - 3	-0.022514302	0.306428027	-0.073473378	0.981353383	C5
hsa-miR-95-3p 	Cluster5 - 4	-0.012637201	0.30440943	-0.041513828	0.981353383	C5
hsa-miR-93-3p 	Cluster5 - 1	0.270079018	0.310915321	0.868657799	0.481526998	C5
hsa-miR-93-3p 	Cluster5 - 2	0.653176548	0.295908504	2.207359842	0.137461912	C5
hsa-miR-93-3p 	Cluster5 - 3	-0.292472561	0.307429772	-0.951347551	0.481526998	C5
hsa-miR-93-3p 	Cluster5 - 4	0.206097839	0.305404576	0.674835467	0.555467175	C5
hsa-miR-370-3p 	Cluster5 - 1	0.077785336	0.284974962	0.272954983	0.784938455	C5
hsa-miR-370-3p 	Cluster5 - 2	0.303266789	0.271220197	1.1181571	0.496010848	C5
hsa-miR-370-3p 	Cluster5 - 3	-0.364277912	0.28178022	-1.292773181	0.490894532	C5
hsa-miR-370-3p 	Cluster5 - 4	-0.213912129	0.27992399	-0.764179337	0.556152938	C5
hsa-miR-125b-2-3p 	Cluster5 - 1	0.032853566	0.30351925	0.108242117	0.999660247	C5
hsa-miR-125b-2-3p 	Cluster5 - 2	0.584186913	0.288869417	2.022321779	0.188364166	C5
hsa-miR-125b-2-3p 	Cluster5 - 3	0.032725741	0.300116616	0.109043415	0.999660247	C5
hsa-miR-125b-2-3p 	Cluster5 - 4	0.313104702	0.298139595	1.050194965	0.496311157	C5
hsa-miR-323b-3p 	Cluster5 - 1	0.079219678	0.289837373	0.27332458	0.879181359	C5
hsa-miR-323b-3p 	Cluster5 - 2	0.457580827	0.275847916	1.6588156	0.556540143	C5
hsa-miR-323b-3p 	Cluster5 - 3	0.349718639	0.286588121	1.220283096	0.556540143	C5
hsa-miR-323b-3p 	Cluster5 - 4	0.075369893	0.284700219	0.26473423	0.879181359	C5
hsa-miR-181d-5p 	Cluster5 - 1	-0.056812057	0.281665452	-0.201700481	0.840187744	C5
hsa-miR-181d-5p 	Cluster5 - 2	0.076120587	0.268070426	0.28395742	0.840187744	C5
hsa-miR-181d-5p 	Cluster5 - 3	-0.340399718	0.278507812	-1.222226822	0.443761271	C5
hsa-miR-181d-5p 	Cluster5 - 4	-0.561467683	0.276673139	-2.029353787	0.213299234	C5
hsa-miR-361-3p 	Cluster5 - 1	0.294293187	0.31456064	0.935569011	0.582830128	C5
hsa-miR-361-3p 	Cluster5 - 2	0.515060336	0.299377876	1.720435536	0.28543751	C5
hsa-miR-361-3p 	Cluster5 - 3	-0.089637362	0.311034225	-0.288191314	0.899090823	C5
hsa-miR-361-3p 	Cluster5 - 4	-0.039191351	0.308985284	-0.126838892	0.899090823	C5
hsa-let-7i-3p 	Cluster5 - 1	0.043076291	0.284018365	0.151667274	0.953948948	C5
hsa-let-7i-3p 	Cluster5 - 2	0.285005458	0.270309772	1.054366093	0.85721863	C5
hsa-let-7i-3p 	Cluster5 - 3	-0.128833504	0.280834348	-0.458752661	0.85721863	C5
hsa-let-7i-3p 	Cluster5 - 4	-0.112905308	0.278984349	-0.404701225	0.85721863	C5
hsa-miR-22-5p 	Cluster5 - 1	0.219659954	0.305981098	0.717887333	0.675682014	C5
hsa-miR-22-5p 	Cluster5 - 2	0.523960237	0.291212439	1.79923714	0.240839888	C5
hsa-miR-22-5p 	Cluster5 - 3	-0.007558431	0.302550865	-0.024982347	0.980073522	C5
hsa-miR-22-5p 	Cluster5 - 4	-0.092677179	0.300557809	-0.308350593	0.860595697	C5
hsa-miR-365a-3pXhsa-miR-365b-3p 	Cluster5 - 1	0.239434868	0.294953913	0.811770439	0.464866968	C5
hsa-miR-365a-3pXhsa-miR-365b-3p 	Cluster5 - 2	0.597481113	0.280717499	2.128407085	0.093796857	C5
hsa-miR-365a-3pXhsa-miR-365b-3p 	Cluster5 - 3	-0.367947843	0.291647302	-1.261619226	0.296214534	C5
hsa-miR-365a-3pXhsa-miR-365b-3p 	Cluster5 - 4	-0.136116853	0.289726072	-0.469812234	0.638581205	C5
hsa-let-7e-5p 	Cluster5 - 1	-0.190090645	0.194362319	-0.978022105	0.656551838	C5
hsa-let-7e-5p 	Cluster5 - 2	0.019031465	0.184981116	0.102883286	0.918074137	C5
hsa-let-7e-5p 	Cluster5 - 3	-0.099280609	0.1921834	-0.516593049	0.707393884	C5
hsa-let-7e-5p 	Cluster5 - 4	-0.309658164	0.19091739	-1.621948445	0.525488013	C5
hsa-miR-125a-3p 	Cluster5 - 1	-0.234530948	0.287596661	-0.815485645	0.740931673	C5
hsa-miR-125a-3p 	Cluster5 - 2	0.209334639	0.273715356	0.764789531	0.740931673	C5
hsa-miR-125a-3p 	Cluster5 - 3	-0.148160072	0.284372529	-0.52100698	0.761397698	C5
hsa-miR-125a-3p 	Cluster5 - 4	0.109418102	0.282499222	0.387321782	0.761397698	C5
hsa-miR-2355-5p 	Cluster5 - 1	0.096460008	0.298673702	0.322961168	0.829761459	C5
hsa-miR-2355-5p 	Cluster5 - 2	0.676022963	0.284257747	2.378204187	0.058550729	C5
hsa-miR-2355-5p 	Cluster5 - 3	-0.296017373	0.29532539	-1.00234312	0.395494709	C5
hsa-miR-2355-5p 	Cluster5 - 4	-0.313475054	0.293379931	-1.06849522	0.395494709	C5
hsa-miR-548av-3p-hsa-miR-548o-3p 	Cluster5 - 1	-0.053932041	0.293870574	-0.183523108	0.960694318	C5
hsa-miR-548av-3p-hsa-miR-548o-3p 	Cluster5 - 2	0.30934461	0.279686449	1.106040751	0.800322792	C5
hsa-miR-548av-3p-hsa-miR-548o-3p 	Cluster5 - 3	0.034736477	0.290576108	0.119543474	0.960694318	C5
hsa-miR-548av-3p-hsa-miR-548o-3p 	Cluster5 - 4	0.01422913	0.288661935	0.049293407	0.960694318	C5
hsa-miR-379-5p 	Cluster5 - 1	0.137598952	0.327790469	0.419777158	0.723949572	C5
hsa-miR-379-5p 	Cluster5 - 2	0.65296828	0.311969147	2.09305403	0.104292442	C5
hsa-miR-379-5p 	Cluster5 - 3	-0.523181073	0.32411574	-1.614179778	0.177953138	C5
hsa-miR-379-5p 	Cluster5 - 4	-0.113747539	0.321980625	-0.353274484	0.723949572	C5
hsa-miR-382-5p 	Cluster5 - 1	0.013551478	0.32473199	0.041731268	0.966720412	C5
hsa-miR-382-5p 	Cluster5 - 2	0.574997743	0.30905829	1.860483158	0.200249941	C5
hsa-miR-382-5p 	Cluster5 - 3	-0.118893694	0.321091548	-0.370279736	0.966720412	C5
hsa-miR-382-5p 	Cluster5 - 4	0.044429839	0.318976354	0.139288817	0.966720412	C5
hsa-miR-493-5p 	Cluster5 - 1	-0.074211957	0.327904994	-0.226321521	0.820992917	C5
hsa-miR-493-5p 	Cluster5 - 2	0.794559781	0.312078144	2.546028279	0.027573803	C5
hsa-miR-493-5p 	Cluster5 - 3	-0.331426108	0.324228982	-1.022197666	0.613818958	C5
hsa-miR-493-5p 	Cluster5 - 4	-0.195037158	0.32209312	-0.605530344	0.778500172	C5
hsa-miR-874-3p 	Cluster5 - 1	-0.046874596	0.300267519	-0.156109447	0.945965053	C5
hsa-miR-874-3p 	Cluster5 - 2	0.497818233	0.285774635	1.741995866	0.204463521	C5
hsa-miR-874-3p 	Cluster5 - 3	-0.408454322	0.296901339	-1.375724082	0.304965844	C5
hsa-miR-874-3p 	Cluster5 - 4	-0.019994328	0.294945498	-0.067789908	0.945965053	C5
hsa-miR-130b-3p 	Cluster5 - 1	-0.18270196	0.303094814	-0.602788143	0.781103476	C5
hsa-miR-130b-3p 	Cluster5 - 2	-0.272512051	0.288465466	-0.944695582	0.781103476	C5
hsa-miR-130b-3p 	Cluster5 - 3	-0.192588077	0.299696938	-0.642609425	0.781103476	C5
hsa-miR-130b-3p 	Cluster5 - 4	-0.487074118	0.297722681	-1.635999367	0.781103476	C5
hsa-miR-27a-5p 	Cluster5 - 1	0.4807283	0.310213915	1.549667107	0.202509534	C5
hsa-miR-27a-5p 	Cluster5 - 2	0.502805812	0.295240953	1.703035461	0.177681242	C5
hsa-miR-27a-5p 	Cluster5 - 3	-0.334741264	0.30673623	-1.091300052	0.344221322	C5
hsa-miR-27a-5p 	Cluster5 - 4	-0.361886585	0.304715602	-1.187620793	0.336051753	C5
hsa-miR-4659a-3p 	Cluster5 - 1	-0.031440044	0.285358257	-0.110177445	0.991642598	C5
hsa-miR-4659a-3p 	Cluster5 - 2	0.384187332	0.271584992	1.414611791	0.393655096	C5
hsa-miR-4659a-3p 	Cluster5 - 3	-0.19457743	0.282159219	-0.689601533	0.709586686	C5
hsa-miR-4659a-3p 	Cluster5 - 4	-0.191674686	0.280300492	-0.683818587	0.709586686	C5
hsa-miR-651-5p 	Cluster5 - 1	-0.046129844	0.281028262	-0.164146635	0.897928187	C5
hsa-miR-651-5p 	Cluster5 - 2	0.294948678	0.267463992	1.102760322	0.723194554	C5
hsa-miR-651-5p 	Cluster5 - 3	-0.213615729	0.277877766	-0.76873991	0.737018023	C5
hsa-miR-651-5p 	Cluster5 - 4	0.035419149	0.276047244	0.128308287	0.897928187	C5
hsa-miR-6842-3p 	Cluster5 - 1	-0.210880745	0.297078649	-0.709848201	0.571249514	C5
hsa-miR-6842-3p 	Cluster5 - 2	0.347777146	0.282739681	1.230025955	0.364912181	C5
hsa-miR-6842-3p 	Cluster5 - 3	-0.402594483	0.293748218	-1.370542725	0.341587775	C5
hsa-miR-6842-3p 	Cluster5 - 4	-0.478932511	0.291813149	-1.641230058	0.25258048	C5
hsa-miR-200b-3p 	Cluster5 - 1	-0.295668648	0.302724857	-0.976691015	0.548223962	C5
hsa-miR-200b-3p 	Cluster5 - 2	0.394116483	0.288113366	1.367921555	0.42903186	C5
hsa-miR-200b-3p 	Cluster5 - 3	-0.308705435	0.299331128	-1.031317513	0.548223962	C5
hsa-miR-200b-3p 	Cluster5 - 4	-0.200183918	0.297359282	-0.673205548	0.715651843	C5
hsa-miR-335-3p 	Cluster5 - 1	-0.171776728	0.294325136	-0.583629147	0.677140959	C5
hsa-miR-335-3p 	Cluster5 - 2	0.143151065	0.28011907	0.511036483	0.677140959	C5
hsa-miR-335-3p 	Cluster5 - 3	-0.534842058	0.291025573	-1.83778371	0.16590174	C5
hsa-miR-335-3p 	Cluster5 - 4	-0.574740773	0.28910844	-1.987976462	0.156863206	C5
hsa-miR-181a-3p 	Cluster5 - 1	0.200839372	0.295710421	0.679175835	0.812983292	C5
hsa-miR-181a-3p 	Cluster5 - 2	0.11917895	0.281437492	0.423465078	0.840047236	C5
hsa-miR-181a-3p 	Cluster5 - 3	-0.465443928	0.292395328	-1.591830933	0.341879341	C5
hsa-miR-181a-3p 	Cluster5 - 4	-0.037916719	0.290469171	-0.130536121	0.896165867	C5
hsa-miR-4677-3p 	Cluster5 - 1	-0.436812338	0.300451383	-1.453853644	0.470332384	C5
hsa-miR-4677-3p 	Cluster5 - 2	-0.123449252	0.285949624	-0.431716782	0.666030883	C5
hsa-miR-4677-3p 	Cluster5 - 3	-0.278304559	0.297083141	-0.936790143	0.581782896	C5
hsa-miR-4677-3p 	Cluster5 - 4	-0.662470256	0.295126103	-2.244702345	0.249830536	C5
hsa-miR-873-3p 	Cluster5 - 1	-0.051296232	0.297184501	-0.172607361	0.862991447	C5
hsa-miR-873-3p 	Cluster5 - 2	0.41018336	0.282840424	1.450228914	0.245460719	C5
hsa-miR-873-3p 	Cluster5 - 3	-0.55078333	0.293852883	-1.874350608	0.20381296	C5
hsa-miR-873-3p 	Cluster5 - 4	-0.372415312	0.291917124	-1.27575699	0.289010885	C5
hsa-miR-3928-3p 	Cluster5 - 1	0.181224917	0.289179398	0.626686818	0.758561517	C5
hsa-miR-3928-3p 	Cluster5 - 2	0.729213254	0.275221699	2.649548545	0.027247128	C5
hsa-miR-3928-3p 	Cluster5 - 3	-0.025022976	0.285937522	-0.087512041	0.930280256	C5
hsa-miR-3928-3p 	Cluster5 - 4	-0.092591583	0.284053906	-0.325964829	0.899851447	C5
hsa-miR-10527-5p 	Cluster5 - 1	0.157789539	0.288475547	0.546977173	0.81899356	C5
hsa-miR-10527-5p 	Cluster5 - 2	0.467426935	0.274551821	1.70250896	0.296464081	C5
hsa-miR-10527-5p 	Cluster5 - 3	-0.113363234	0.285241562	-0.39742888	0.81899356	C5
hsa-miR-10527-5p 	Cluster5 - 4	-0.019313982	0.28336253	-0.068159972	0.945670533	C5
hsa-miR-576-5p 	Cluster5 - 1	0.520021519	0.284456031	1.828126186	0.16021816	C5
hsa-miR-576-5p 	Cluster5 - 2	0.786472065	0.270726313	2.905044786	0.018723141	C5
hsa-miR-576-5p 	Cluster5 - 3	0.003471759	0.281267107	0.012343282	0.990153948	C5
hsa-miR-576-5p 	Cluster5 - 4	0.465313392	0.279414257	1.665317285	0.16021816	C5
hsa-miR-375-3p 	Cluster5 - 1	0.119641331	0.283714018	0.421696931	0.748141863	C5
hsa-miR-375-3p 	Cluster5 - 2	0.419985077	0.270020115	1.55538441	0.200231387	C5
hsa-miR-375-3p 	Cluster5 - 3	-0.751256695	0.280533413	-2.677957995	0.018790754	C5
hsa-miR-375-3p 	Cluster5 - 4	-0.010375266	0.278685396	-0.037229315	0.970308841	C5
hsa-miR-500b-3p 	Cluster5 - 1	-0.129305108	0.211079408	-0.612589872	0.600302993	C5
hsa-miR-500b-3p 	Cluster5 - 2	0.156262885	0.200891329	0.777847831	0.600302993	C5
hsa-miR-500b-3p 	Cluster5 - 3	-0.2668208	0.208713081	-1.278409572	0.402743143	C5
hsa-miR-500b-3p 	Cluster5 - 4	0.221223055	0.207338181	1.066967279	0.477029984	C5
hsa-miR-181a-2-3p 	Cluster5 - 1	0.338949542	0.29212196	1.160301479	0.351678435	C5
hsa-miR-181a-2-3p 	Cluster5 - 2	0.39261909	0.278022234	1.412185939	0.263624579	C5
hsa-miR-181a-2-3p 	Cluster5 - 3	-0.138657335	0.288847096	-0.480037142	0.701439229	C5
hsa-miR-181a-2-3p 	Cluster5 - 4	-0.427337017	0.286944313	-1.489268117	0.263624579	C5
hsa-miR-338-3p 	Cluster5 - 1	-0.155778359	0.257122104	-0.605853626	0.610840341	C5
hsa-miR-338-3p 	Cluster5 - 2	0.146412919	0.244711702	0.598307795	0.610840341	C5
hsa-miR-338-3p 	Cluster5 - 3	-0.45204153	0.25423961	-1.778013776	0.252248512	C5
hsa-miR-338-3p 	Cluster5 - 4	-0.336434487	0.252564805	-1.332071932	0.406928458	C5
hsa-miR-141-3p 	Cluster5 - 1	-0.504630405	0.289278105	-1.744447282	0.10169645	C5
hsa-miR-141-3p 	Cluster5 - 2	0.442211312	0.275315643	1.606197553	0.120571295	C5
hsa-miR-141-3p 	Cluster5 - 3	-1.038601999	0.286035123	-3.631029601	0.001281566	C5
hsa-miR-141-3p 	Cluster5 - 4	-0.518718133	0.284150864	-1.825502572	0.0974187	C5
hsa-let-7b-3p 	Cluster5 - 1	0.366131982	0.300424043	1.218717313	0.336800378	C5
hsa-let-7b-3p 	Cluster5 - 2	0.581539599	0.285923604	2.033898532	0.105496507	C5
hsa-let-7b-3p 	Cluster5 - 3	-0.086338252	0.297056108	-0.290646277	0.77137601	C5
hsa-let-7b-3p 	Cluster5 - 4	-0.35007381	0.295099248	-1.186291771	0.336800378	C5
hsa-miR-4286 	Cluster5 - 1	0.193089669	0.254988218	0.757249374	0.500290854	C5
hsa-miR-4286 	Cluster5 - 2	0.829552465	0.242680811	3.418286192	0.00217657	C5
hsa-miR-4286 	Cluster5 - 3	-0.259419582	0.252129646	-1.028913441	0.433919852	C5
hsa-miR-4286 	Cluster5 - 4	0.003925912	0.25046874	0.015674258	0.987497073	C5
hsa-miR-3605-5p 	Cluster5 - 1	0.339496836	0.289740649	1.171726636	0.603893971	C5
hsa-miR-3605-5p 	Cluster5 - 2	0.227871323	0.275755861	0.826351695	0.652126159	C5
hsa-miR-3605-5p 	Cluster5 - 3	-0.284871555	0.286492481	-0.994342167	0.640544872	C5
hsa-miR-3605-5p 	Cluster5 - 4	0.212002948	0.284605209	0.744901855	0.652126159	C5
hsa-miR-146b-3p 	Cluster5 - 1	-0.210903115	0.292486519	-0.721069522	0.523353523	C5
hsa-miR-146b-3p 	Cluster5 - 2	0.110134533	0.278369198	0.395641952	0.692445007	C5
hsa-miR-146b-3p 	Cluster5 - 3	-0.979033388	0.289207569	-3.385227406	0.003680015	C5
hsa-miR-146b-3p 	Cluster5 - 4	-0.436074842	0.287302411	-1.517825208	0.215570743	C5
hsa-miR-142-3p 	Cluster5 - 1	-0.140116528	0.307935558	-0.455018997	0.801337471	C5
hsa-miR-142-3p 	Cluster5 - 2	0.336862191	0.293072564	1.149415648	0.626578906	C5
hsa-miR-142-3p 	Cluster5 - 3	-0.25228062	0.304483414	-0.828552914	0.801337471	C5
hsa-miR-142-3p 	Cluster5 - 4	-0.145562637	0.302477627	-0.481234392	0.801337471	C5
